File Name,Start Date,End Date,Records,Distinct Patients,Total Charges,Total Copay,Total Deductible,Total Co-Insurance,Total Standard Price,"Records (Standard
Cost <= 0)","Records (Standard
Cost = Missing)",update_ym
dod_c2018q2,2018-04-01 00:00:00,2018-06-30 00:00:00,550495,407812,35729026035.1505,32727700.15,64215148.95,305752190.59,12781444840.2193,8200,0,202210
dod_c2018q3,2018-07-01 00:00:00,2018-09-30 00:00:00,544459,403645,35289126185.9704,30027851.67,57904415.6000001,280721081.750001,12627028034.4892,7086,0,202210
dod_c2018q4,2018-10-01 00:00:00,2018-12-31 00:00:00,557870,412868,36121317876.3107,30236987.52,53136109.35,277951108.89,13065980228.0403,7444,0,202210
dod_c2019q1,2019-01-01 00:00:00,2019-03-31 00:00:00,585867,428608,37377360281.2407,37673276.3,85309402.41,359701548.949999,14011444441.0407,5632,0,202210
dod_c2019q2,2019-04-01 00:00:00,2019-06-30 00:00:00,575437,421152,36135192348.8599,32982218.58,67744651.71,307733991.14,13919092292.6506,1680,0,202210
dod_c2019q3,2019-07-01 00:00:00,2019-09-30 00:00:00,566244,416415,35437666372.7502,28579023.69,60064783.65,282953014.04,13675820369.6806,404,0,202210
dod_c2019q4,2019-10-01 00:00:00,2019-12-31 00:00:00,569060,418327,36760840325.3898,26585352.17,55116287.04,274919682.609999,13856203183.9008,357,0,202210
dod_c2020q1,2020-01-01 00:00:00,2020-03-31 00:00:00,564209,414158,36897408489.9303,33081393.51,84633480.12,349555453.720001,14028878679.7706,485,0,202210
dod_c2020q2,2020-04-01 00:00:00,2020-06-30 00:00:00,454980,346958,31077636061.0301,24300489.74,57941798.3500001,246532421.22,11889291946.9798,301,0,202210
dod_c2020q3,2020-07-01 00:00:00,2020-09-30 00:00:00,513891,389133,36578621882.9503,26533865.19,54611383.74,260272998.87,13617800145.1601,372,0,202210
dod_c2020q4,2020-10-01 00:00:00,2020-12-31 00:00:00,533447,403385,39576709732.2705,23871194.37,48494594.62,238161874.22,14747827492.3895,380,0,202210
dod_c2021q1,2021-01-01 00:00:00,2021-03-31 00:00:00,554188,412407,42288377604.3407,64980967.83,73313919.0899999,300912414.99,15227557784.8596,416,0,202210
dod_c2021q2,2021-04-01 00:00:00,2021-06-30 00:00:00,558917,415986,41633869931.5809,72083927.23,64007804.9600001,289738030.990001,14576032293.5001,250,0,202210
dod_c2021q3,2021-07-01 00:00:00,2021-09-30 00:00:00,565333,424387,42803035655.1905,68583385.52,59999742.6799999,283498332.470002,15139704706.0496,285,0,202210
dod_c2021q4,2021-10-01 00:00:00,2021-12-31 00:00:00,559992,418828,42200577674.6407,70554485.23,50458118.82,261659150.310001,14851388181.2797,243,0,202210
dod_c2022q1,2022-01-01 00:00:00,2022-03-31 00:00:00,563056,420387,42272257408.5408,71038325.97,70496580.72,322768206.020001,15378964388.0796,230,0,202210
dod_c2022q2,2022-04-01 00:00:00,2022-06-30 00:00:00,543685,409860,35916479068.7306,67066179.99,53119914.6100001,273762010.9,13644378284.7898,66,0,202210
